CategoryID	CategoryName	Count
3610261	замороженные блюда и замороженные мясные полуфабрикаты	217
3605985	замороженные блюда, требующие приготовления	196
3654465	замороженные бургеры, требующие приготовления	5
72	Замороженные овощи/фрукты/ягоды/грибы	747
33433	Занавеска для кухни	12
3228640	Запасные части к контакторам КТ6600	39
181341	Зарядное устройство	525
462497	Затирка для швов	337
462730	Звонок электрический	200
2221625	Зелень, салаты свежие	628
462866	Зеркало	569
3629896	Зеркало автомобильное	39
23256	Зефир	976
462951	Значки	38
285706	Зонт	1145
209	Зубная паста	6223
7694	Зубная щетка	4507
18528	Зубочистки	328
754410	Игра логическая	66
56347	Игра настольная	4217
2727691	Игра электронная	71
145898	Игральные карты	125
2727128	Игровая консоль	28
713265	Игровой набор	689
458886	Игровые домики	141
1204048	Игровые комплексы, качели, горки	44
146199	Игрушечное оружие	1513
3620795	Игрушечные железные дороги и треки	64
461826	Игрушечный транспорт	2779
980	Игрушка	32548
146924	Игрушка LEGO	1583
439737	Игрушка автотрек	102
1763109	Игрушка деревянная	509
149128	Игрушка для ванны	252
465549	Игрушка железная дорога	578
439735	Игрушка инерционная	1326
2343922	Игрушка Интерактив	8
702005	Игрушка компьютер	80
147541	Игрушка конструктор	6930
716203	Игрушка механическая	5
440953	Игрушка музыкальный инструмент	104
148621	Игрушка мягкая	5396
451123	Игрушка радиоуправляемая	1423
2364821	Игрушка с конфетами	46
713549	Игрушка со звуковыми эффектами	2
534740	Игрушка трансформер	896
313226	Игрушки для животных	1098
451333	Игрушки для кошек	639
147523	Игрушки для малышей	859
1656438	Игрушки для новорожденных	6
332673	Игрушки для песочницы	479
311153	Игрушки для птиц	446
465351	Игрушки для собак	1732
715174	Игрушки заводные	42
2228566	Игрушки надувные	97
1807899	Игрушки пластизолев	6
1768801	Игрушки пластмассовые	621
466117	Игрушки Приборы и аппараты	138
1726592	Игрушки развивающие	203
2223171	Игрушки Форма	29
482670	Игрушки-забавы	62
286761	Игры	210
443599	Игры для детей активные	111
880020	Игры интеллектуальные	66
331286	Игры обучающие и развивающие	835
452526	Игры развлекательные	124
3739591	Изделия из мяса охлажд	40
3739722	Изделия из мяса птиц охл	48
448299	Изделия мед назнач (Гольфы, колготки, шорты, чулки)	338
444368	Изделия мед назнач (Горчичники, пипетки...)	57
444713	Изделия мед назнач (Маски, Компрессы...)	57
477046	Изделия мед назнач (Прочие ортопедические)	5
332748	Изделия мед назнач (Средства ухода прочие)	235
2418507	Изделия медицинского назначения	3771
3914532	Изделия сдобн.сол.	9
3817464	Изделия сдобные сладкие	5
3912028	Изделия слоен.слад.	24
3914526	Изделия слоен.сол.	5
2284020	Измерительные приборы и аппараты	49
3226324	Изолятор шинный плоский	26
2289252	Изотоники	2
527983	Изучение счета и алфавита	110
23287	Икра овощная	739
3610958	Икра охлаждённая	208
23293	Икра рыбная	1615
2420343	Иммунобиологические, пребиотики	15
439957	Иммуномодуляторы и адаптогены	199
441255	Ингаляторы и небулайзеры	164
298658	Инсектициды	747
41797	Инструмент	20042
3745732	Инструмент SATA	6
300839	Инструмент для выполнения декораций	191
2727922	Инструмент для кабеля RJ 11,12,45	2
3226370	Инструмент для монтажа кабельных стяжек	3
3230565	Инструмент для снятия изоляции	14
303683	Инструмент измерительный	260
3641840	Инструмент малярный	40
300265	Инструмент механический	2381
3617597	Инструмент ручной	423
289433	Инструмент садовый	635
304973	Инструмент смазывающий	103
299594	Инструмент электрический	320
349538	Инструменты для каллиграфии	47
2235461	Инструменты для маникюра и педикюра	91
466892	Интенсивное тонирование	57
362160	Интимная гигиена	445
176845	Информационные таблички, рамки и держатели	101
3605146	Ионизатор	10
176880	Источник бесперебойного питания (UPS)	363
712548	Йо-йо	21
23326	Йогурт	9214
3641118	Йогурт детский	12
3611285	Йогурт питьевой	77
442869	Йодсодержащие средства	13
1660860	Кабеленесущие системы	314
241296	Кабели компьютерные	148
263610	Кабель	505
3226570	Кабель-каналы	176
262380	Кабины душевые и оборудование для ванной	240
22663	Какао	834
467282	Календарь	2293
62922	Кальвадос	104
467417	Калька	87
62932	Калькулятор	1598
430396	Кальсоны	25
467922	Канистра	153
2	Канцелярские товары	20731
177010	Канцелярский набор	1003
2417066	Капли в нос, спрей, мази, гель	12
23366	Капуста морская	748
310541	Карабины, вертлюги	79
37145	Карамель	2363
391489	Карандаш для бровей	378
391481	Карандаш для век	2660
264261	Карандаш для губ	1741
264298	Карандаш для ногтей	6
3007277	Карандаш косметический	103
488884	Карандаш маскирующий	18
148338	Карандаши	156
468948	Карандаши восковые	237
229849	Карандаши механические	346
468113	Карандаши специальные	14
468990	Карандаши угольные	1
468746	Карандаши художественные	40
19264	Карандаши цветные	2790
468588	Карандаши цветные без оболочки	5
177092	Карандаши чернографитные	1356
1772381	Караоке	11
2279919	Карбо	16
3630887	Карбонад	21
148348	Карнавальные костюмы	952
550232	Карниз	125
469702	Картон белый	97
469716	Картон цветной	872
1221484	Картофель	100
230307	Картридж для принтера	4690
177171	Карты географические	20
1656399	Карты и атласы	117
314257	Кастрюля	5031
470295	Каталка детская	542
1211675	Катание по снегу и льду	106
342702	Каша детская	459
24389	Каши, хлопья, сухие завтраки	5229
2441184	Кашпо	1510
3608246	Кашпо,горшки и держатели	831
1772558	Квас	980
1772564	Квиллинг и оригами	276
264799	Кекс	1495
2235127	Кепка	573
23472	Кетчуп	2860
550200	Кефир	3257
3238680	Кипятильник электрический	69
33079	Кисель	1272
2421817	Кисломолочный напиток	195
264868	Кисть косметическая	80
470932	Кисть кулинарная	10
470891	Кисть малярная	284
349745	Кисть художественная	3444
265432	Клавиатура	639
1224273	Клеенка	54
8230	Клей	1638
406613	Клей монтажный	65
392546	Клей обойный	107
472025	Клей ПВА	199
472078	Клей плиточный	73
471923	Клей силикатный	55
471904	Клей столярный	7
279126	Клей строительный	9
278579	Клей-герметик	7
265458	Клей-карандаш	522
3235599	Клемма соединительная	44
3235770	Клемма строительно-монтажная	30
3226984	Клеммник концевой изолированный	10
3948167	Клеммы	29
314888	Клетки для грызунов	225
1773165	Клетки для кошек и собак	8
310893	Клетки и гнезда для птиц	180
452686	Клетки, переноски	440
2442777	Клетчатка	152
3226995	Клещи обжимные	10
3236365	Клещи токоизмерительные	6
353410	Клинико-диагностические приборы и наборы	387
3822237	Ключ баллонный	20
344790	Ключ гаечный	447
3822251	Ключ комбинированный	39
3822267	Ключ комбинированный шарнирный	2
3822270	Ключ накидной	5
3822276	Ключ разрезной	12
3822289	Ключ рожковый	10
3610432	Ключ свечной	35
3822310	Ключ угловой	21
3822308	Ключ шарнирный	1
539687	Ключницы	48
472974	Книга алфавитная	206
473063	Книга записная	3352
473053	Книга канцелярская	253
473715	Книга телефонная	331
544561	Книга электронная	59
205408	Книги	27282
472873	Книги детские	578
439832	Книги для дошкольников	185
395479	Книги для школьников	4
2220881	Книги со звуками	332
2228116	Книги-викторины	7
177337	Книжки для детского творчества	44
473889	Кнопки канцелярские	154
315162	Коврик	1322
330616	Коврик для ванной	626
2506089	Коврик музыкальный	79
315193	Ковш	31
315253	Когтеточки для животных	448
1774349	Кожгалантерея	149
703379	Коктейли, джин-тоники	66
55924	Колбаса вареная	2686
265605	Колбаса варено-копченая	1559
3831351	Колбаса из субпродуктов	8
265598	Колбаса полукопченая	1694
286848	Колбаса сыровяленая	64
265594	Колбаса сырокопченая	1344
142954	Колбасные изделия	4134
330538	Колготки	17011
337654	Колготки детские	1500
357699	Колготки для девочек	74
231171	Колер	98
1673068	Колпак колесный	20
562637	Комбинезон	196
315395	Комбинезон для собак	786
2731687	Коммутаторы Ethernet	126
733267	Компас	43
3227808	Компенсация реактивной мощности	33
279464	Комплексы для профессионального питания	513
346264	Комплект белья для мальчиков	9
733490	Комплект верхней одежды	12
3224028	Комплектующие для светотехники	180
3235727	Комплекты декоративного стекла для садово-парковых светильников	30
1654218	Компоненты автоматизации	55
3817469	Компрессометр	10
300442	Компрессор	78
2713862	Компрессор автомобильный	13
300404	Компрессоры и пневматические инструменты	170
900461	Компьютер	26
205800	Компьютерная мышь	1812
237167	Компьютерная периферия игровая	51
2747295	Компьютерная платформа	4
265563	Компьютерные аксессуары	1313
1351406	Компьютерные игры	1098
475427	Конвекторы	35
475455	Конверт	308
3227761	Конденсатор для электродвигателя	46
77	Кондитерские изделия	2091
674763	Кондитерские изделия диабет	192
69343	Кондитерские изделия замороженные	147
38561	Кондитерские изделия мучные	2973
315	Кондиционер для белья	1823
2187	Кондиционер для волос	3171
475494	Кондиционеры	37
2740781	Коннекторы	6
1229537	Консервы	4233
22680	Консервы грибные	860
23172	Консервы мясные	3045
65	Консервы овощные	7887
48	Консервы рыбные	5210
22284	Консервы фруктовые	2765
265894	Консилер	117
723930	Контактор	887
476072	Контейнер для игрушек	188
177418	Контейнер для мусора	439
231359	Контейнер для продуктов	3655
447547	Контейнер для электронных носителей	173
2719845	Контроллеры/Adaptec	4
2728489	Контроллеры/LSI	27
476130	Контур для глаз	78
22145	Конфеты	19944
3623455	Конфеты диабетические	34
23131	Конфеты жевательные	865
3607409	Конфеты шоколадные	3629
2422387	Концентраты сухие	77
476290	Коньки	557
3608303	Коньки ледовые	168
474926	Коньки роликовые	68
22210	Коньяк	8280
476373	Копилка	649
231431	Корзина для бумаг	160
476444	Корзина хозяйственная	519
302482	Корм для грызунов	337
21915	Корм для животных	2656
18493	Корм для кошек	5625
609975	Корм для креветок	5
308061	Корм для птиц	283
1777029	Корм для рептилий	73
310977	Корм для рыб	663
19035	Корм для собак	5021
309012	Кормушки для рыб	39
316949	Кормушки поилки для грызунов	35
313406	Кормушки поилки для птиц	90
3227955	Коробка монтажная	386
2765678	Корпус для компьютера	120
3228093	Корпуса для светильников НПО, НББ, НСП, НТУ	14
3228072	Корпуса постов КП - пластик	20
177433	Корректирующие средства	496
5586	Косметика	41561
297285	Косметика для грызунов	3
1780133	Косметика для животных	114
297281	Косметика для кошек и собак	151
297279	Косметика для птиц	4
1199886	Косметика, украшения и аксессуары для девочек	71
336150	Косметические аксессуары	981
19704	Косметичка	820
1780221	Кости, палочки для собак	192
739902	Костюм	324
418521	Костюм женский спортивный	2
739956	Костюм купальный	1004
1657287	Котлеты	666
19716	Кофе	7183
3611328	Кофе в зёрнах	86
3630248	Кофе в чалдах	13
74065	Кофе зерно	275
74063	Кофе молотый	571
19729	Кофе растворимый	1862
477163	Кофеварка	560
3373562	Кофейник	154
94151	Кофейный напиток	350
477185	Кофемолка	210
477219	Кошелек	152
266100	Крабовая имитация	550
3805321	Краситель пищевой	45
444812	Краска	807
265767	Краска акварельная	2217
441048	Краска акриловая	3679
2414472	Краска алкидная	50
227783	Краска воднодисперсионная	242
278665	Краска водоэмульсионная	258
227812	Краска гуашь	1235
9484	Краска для бровей и ресниц	79
287836	Краска для внутренних работ	289
597	Краска для волос	15396
354524	Краска для волос оттеночная	91
478346	Краска для дизайна ногтей	28
331171	Краска для изделий из кожи	45
478391	Краска для мебели	6
478401	Краска для пола	4
287642	Краска для фасадных работ	181
478414	Краска контурная	150
478518	Краска кракелюрная	12
1351412	Краска латексная	74
478782	Краска пальчиковая	52
2414476	Краска плакатная	34
478795	Краска по керамике	38
287714	Краска по металлу	118
477598	Краска по стеклу	276
478880	Краска по ткани	315
477701	Краска художественная гель	90
437446	Краска художественная масляная	975
479120	Краска художественная темперная	32
177461	Краска штемпельная	99
75137	Крахмал	142
2279928	Креатин	18
479914	Креветки	1211
316470	Крекер	894
278498	Крем детский	393
1395	Крем для волос	66
3623336	Крем для зубных протезов фиксирующий	38
664	Крем для лица	2539
10304	Крем для ног	542
331192	Крем для обуви	555
1438	Крем для рук	1613
331154	Крем для тела	735
1682	Крем косметический	417
2642	Крем тональный	1988
316566	Креманка	22
3658583	Крепеж	175
2744235	Крепления для мониторов	3
576560	Кресло	359
3228419	Кронштейн для уличного светильника	14
555469	Кроссовки	744
871509	Круассан	553
316687	Кружка	9342
22067	Крупа и бобовые	5472
482562	Кувшин	724
2735777	Кукла фарфоровая	188
712606	Куклы	8467
2274864	Кукольный театр	147
3224151	Кулачковые переключатели КПУ	214
33055	Кулинарные добавки	148
1223021	Куличи	211
687653	Куртка	8485
748385	Куртка женская	1505
748632	Куртка мужская	1363
180669	Кусачки маникюрные	6
483137	Кухонный комбайн	110
279744	Лак для дерева	21
1053	Лак для ногтей	18095
288165	Лак для полов	43
288158	Лак для стен и потолков	10
482666	Лак яхтный	19
2430138	Лаки для художественных работ	45
220806	Лаки, морилки	147
3617582	Лакокрасочная продукция	65
619579	Лакомство для грызунов	61
750942	Лакомство для животных	590
590087	Лакомство для кошек	220
636168	Лакомство для птиц	16
1041874	Лакомство для собак	786
217309	Лакрица	18
177529	Ламинаторы, резаки и переплет	97
3948157	Лампа автомобильная	790
3228856	Лампа газоразрядная	48
3228815	Лампа галогенная	780
3391116	Лампа люминесцентная	639
3846555	Лампа паяльная	20
3228952	Лампа светодиодная	1420
78022	Лампа электрическая	4318
3392109	Лампа энергосберегающая	1747
3612451	Лапша быстрого приготовления	259
19849	Ластик	1261
3768199	Лебедка	3
371108	Леггинсы	528
19856	Леденцы	1299
309010	Лежанки, корзины для животных	810
378131	Лекарственные сборы	824
210391	Лекарственные средства	41418
2952733	Лента изоляционная	477
3229196	Лента клеевая	4
3225319	Лента клейкая	8
485738	Лента липкая от мух	65
3229354	Лента монтажная	14
3224101	Лента светодиодная	213
3610459	Лента стеклоочистителя	38
279182	Лента техническая	167
3229210	Ленты сигнальные и оградительные	13
344860	Лестница	235
715769	Лизуны	33
23975	Ликер	2497
3394752	Лимонная кислота	129
266869	Линейки, угольники, транспортиры	1303
486229	Линеры	57
1249217	Линолеум	122
315009	Литература о домашних животных	259
472476	Литература об искусстве	416
486423	Ложка	11
486480	Ломтерезки	4
3848199	Лопата	51
486508	Лопатка кухонная	12
486605	Лосьон для волос	17
486634	Лосьон для тела	1528
1828117	Лотерея	58
475718	Лото	18
232356	Лоток для бумаг	664
1980166	Лубрикант интимный	1470
288755	Лупа	125
3647502	Лыжи, ботинки	215
3229383	Люк ревизионный	72
755879	Магнит для доски	38
755842	Магнит сувенирный	992
487375	Магнитола	145
756413	Майка	3769
438994	Майка для девочек	69
384197	Майка для мальчиков	73
383621	Майка женская	1126
430418	Майка мужская	306
3618363	Майки, футболки,топы	187
57	Майонез	3723
24086	Макароны	11370
442922	Маммологические (лактогонные, мастопатии...)	4
3229476	Манжета термоусаживаемая	14
461	Маникюр и педикюр	3870
471701	Маникюрный набор	319
3851600	Манометр	28
62	Маргарин	419
3614823	Маргарин, спреды	14
260452	Маринад	117
89983	Маркер	1956
488160	Маркер для CD	76
3229491	Маркер кабельный	143
487696	Маркер перманентный	570
487934	Маркер специальный	95
487746	Маркер стираемый	190
488341	Маркер текстовый	692
487711	Маркер флипчарт	13
173629	Мармелад	2840
1679367	Марципаны	54
2244669	Маска (балаклава)	6
490	Маска для волос	1057
4004	Маска для лица	741
181499	Маска косметическая	56
148441	Маски	42
2414467	Масла для художественных работ	16
317954	Масленка	159
81664	Масло бутербродное	144
3948205	Масло гидравлическое	78
361847	Масло детское	144
339961	Масло для волос	268
3605791	Масло коровье	97
195518	Масло кукурузное	39
4015	Масло массажное	140
158667	Масло моторное	2821
24278	Масло оливковое	2348
335590	Масло ореховое	545
184383	Масло подсолнечное	1394
267548	Масло промывочное	9
24963	Масло растительное	2200
81698	Масло рыбное	82
81649	Масло сливочное	3123
267560	Масло трансмиссионное	754
343183	Масло эфирное	1296
1240988	Масложировая продукция	1837
489646	Массажер	341
489685	Мастика	135
489695	Мастихин	56
280570	Материалы для гидроизоляции, гидрофобизации и герметизации	60
178817	Материалы для ламинирования	102
178833	Материалы для переплета	316
280572	Материалы для устройства полов	50
232831	Материнская плата	249
2739491	Материнская плата серверная	6
871513	Машина шлифовальная	280
36297	Машинка для стрижки	299
263522	Мебель	389
3608243	Мебель для сада	356
24286	Мед	1830
2275105	Медиа	27074
763970	Медиа Звуковая запись	537
2740333	Медиаконвертор	17
333710	Медицинские приборы и аппараты	108
1255529	Мел	406
760144	Мелки восковые	226
2414473	Мелки масляные	74
83440	Менажница	313
760523	Мескаль	11
3224123	Металлокорпус	78
3229811	Металлорукав	30
914293	Метизы	950
34496	Мешки для мусора	2182
20362	Мешок для стирки	139
83788	Миксер бытовой	92
2457341	Миорелаксанты	3
304886	Миска	233
297856	Миска для животных	687
693509	Модели для сборки	1489
225	Моделирование прически	3289
561673	Модель машины	2415
3229903	Модульные переключатели трехпозиционные МП-63	30
3226367	Модульные сигнальные лампы серий ЛС и ЛСК	18
331292	Мозаика	279
3855379	Мойка автомобильная	8
3605828	Молоко пастеризованное	495
24323	Молоко сгущенное	1194
3605783	Молоко стерилизованное	269
267828	Молоко сухое	315
67200	Молоко, сливки	6746
492019	Молокоотсос	76
344503	Молоток	420
492090	Молочко для тела	525
38894	Молочные десерты	762
144938	Молочные продукты	6068
3610545	Молочные продукты, которые можно есть ложкой	595
492155	Мольберт	43
233200	Монитор	537
2741229	Моноблоки	4
41409	Морепродукты	1476
3609099	Морепродукты замороженные	294
3612248	Морепродукты охлаждённые	51
30752	Мороженое	20398
492248	Морозильник	24
2952748	Морс	517
3737734	Мототехника	14
34088	Мочалка	1346
1041826	Моющие средства для животных	17
2416595	Мужские (потенция, простатит, аденома)	6
148606	Музыкальные инструменты	340
492492	Музыкальный центр	37
24378	Мука	1219
3778115	Мука блинная	5
3610168	Мука и смеси для выпечки	454
3606165	Мука пшеничная	58
3708489	Мука ржаная	2
492588	Мультиварка	50
3230047	Муфта соединительная кабельная	6
177630	МФУ	356
146	Мыло	11179
366	Мыло жидкое	4047
6903	Мыло хозяйственное	438
330600	Мыльница	437
493233	Мыльные пузыри	656
188667	Мюсли	1008
1183382	Мясные продукты	1528
1201445	Мясо	605
37053	Мясо замороженное	17
38831	Мясо охлажденное	148
87888	Мясорубка	248
493543	Мяч	910
90098	Набор для творчества	5732
496485	Набор чертежный	174
3606668	Наволочка	61
3626652	Наггетсы, филе	34
314311	Нагреватели для аквариумов	66
2728882	Нагреватели для содержания животных	11
3229797	Нагревательный элемент	35
1793353	Надувные изделия	639
440039	Назальные прочие	68
439929	Назальные сосудосуживающие	71
3862884	Накидка автомобильная	11
494440	Наклейки	707
180165	Наклейки для ногтей	369
3230309	Наконечник	386
3230084	Наконечник-гильза	32
2756068	Накопители NAS	82
319931	Намордник	177
713030	Нано игрушки	13
547468	Напильник	119
17371	Напитки	31366
65403	Напитки, чай диабет	131
551222	Напиток энергетический	840
20627	Наполнители для туалета	779
2229142	Наращивание ресниц	13
2418099	Наружные средства (растворы,лосьоны,порошки, тб.)	82
871510	Насос	223
2418511	Настойки (растворы для внутреннего применения, бальзамы, эликсиры)	48
37856	Настойки, наливки	1583
210556	Наушники микрофоны	2103
2250135	Неваляшка	127
1346844	Несессер	32
1359144	Низковольтные оболочки	44
542785	Новогодние украшения	15587
36595	Новый Год и Рождество	8676
180360	Ногти накладные	365
485333	Нож канцелярский	186
279943	Нож кухонный	1333
3229193	Ножи технические и аксесуары	12
34728	Ножницы	1740
3230576	Ножницы для пластика	2
180675	Ножницы маникюрные	258
180740	Ножницы парикмахерские	74
320380	Ножницы поварские	33
3230579	Ножницы секторные для кабеля	2
498411	Ножовка	321
439812	Ноотропные и транквилизаторы	137
216149	Носители данных съемные	73
351648	Носки	1700
290321	Носки детские	3771
290327	Носки женские	4207
290351	Носки мужские	5956
234422	Ноутбук	917
1187071	Обеды	175
346034	Обесцвечивание волос	194
449713	Обложка для документов	637
234027	Обложка школьная	242
513784	Обогреватель	313
378369	Обои	2541
1797120	Оборудование для клеток грызунов	83
1797176	Оборудование для клеток птиц	28
3232246	Оборудование защиты и автоматизации	2
1358332	Оборудование конечного распределения	230
15348	Обувь	17512
849451	Обувь детская	354
3607980	Обувь для бассейна	355
2717382	Обувь для животных	77
499049	Обувь для собак	68
3614960	Обувь домашняя	1355
849555	Обувь женская	1203
1797821	Обувь кожаная	49
871516	Обувь мужская	369
1797877	Обувь спортивная	259
3605983	Овощи и фрукты замороженные	317
37462	Овощи свежие	1751
37536	Овощи соленые и квашеные	512
3872479	Огнетушитель	45
3230692	Ограничитель мощности	8
150026	Одежда	31635
1758340	Одежда верхняя женская	255
1758596	Одежда верхняя мужская	242
1758839	Одежда верхняя подростковая	225
1798686	Одежда демисезонная	133
1658259	Одежда детская	868
3613136	Одежда джинсовая	150
704874	Одежда для животных	1398
2725737	Одежда для животных демисезонная	165
2718234	Одежда для животных зимняя	144
2724839	Одежда для животных летняя, дождевая	123
1798479	Одежда для новорожденных	726
444783	Одежда для собак	467
1764705	Одежда домашняя женская	46
1764786	Одежда домашняя мужская	19
1764822	Одежда домашняя подростковая	125
550240	Одежда женская	2269
2149678	Одежда зимняя	39
550553	Одежда мужская	1714
1808458	Одежда повседневная женская	767
1809343	Одежда повседневная мужская	827
1810301	Одежда повседневная подростковая	1928
640907	Одежда рабочая	54
1825726	Одежда спортивная	310
4835	Одеколон	1747
33450	Одеяло	791
3230677	Оконцеватель кабельный	14
3605228	Окорок	23
23234	Оливки, маслины	2867
499336	Олифа	90
2745961	Оперативная память	597
3873611	Оплетка руля	268
3230701	Оповещатели охранно-пожарные световые Топаз	8
352364	Ополаскиватель для белья	192
17168	Ополаскиватель для волос	430
19414	Ополаскиватель для рта	1109
3228455	Опоры и кронштейны для садово-парковых светильников	29
2745103	Оптические накопители/DVD+RW	1
2745105	Оптические накопители/External Optical Devices	2
226449	Органайзер	387
19	Орехи	3236
278591	Освежитель воздуха	6362
284335	Осветление волос	26
456101	Оснастка для печатей и штампов	510
500117	Основа для макияжа	134
345964	Отбеливатель для белья	429
344583	Отвертка	1469
3230844	Ответвители ОВ	6
500290	Открытка	2370
916296	Отруби	51
556666	Отсадник для рыб	12
2418078	Отхаркивающие, противокашлевые	33
260665	Охлаждающая жидкость	18
784743	Очки солнцезащитные и прочие	251
310100	Ошейник	2245
1800008	Ошейники инсектицидные	30
1712989	Ошейники поводки	108
98188	Паззл	6229
1800728	Пакет	144
501381	Палитра	21
712923	Пальчиковые игры	42
786147	Панно	37
269794	Папка	4339
235166	Папка адресная	233
476619	Папка архивная	113
501579	Папка деловая	95
178115	Папка для акварели	138
483122	Папка для дипломов и курсовых	18
449071	Папка для рисования	75
502621	Папка для тетрадей	1297
502904	Папка для труда	284
502004	Папка для черчения	174
235460	Папка на кольцах	544
234916	Папка пластиковая	117
178236	Папка подвесная	49
503139	Папка портфолио	4
269904	Папка с арочным механизмом	130
178341	Папка с прижимами и скоросшивателями	130
269493	Папка с резинкой	151
502287	Папка текстильная	11
234967	Папка файловая	1256
270018	Папка-вкладыш с перфорацией	42
265510	Папка-клипборд	66
269646	Папка-конверт	816
504104	Папка-портфель	405
178486	Папка-уголок	279
360487	Парикмахерская	517
2746097	Парктроник	6
504717	Пароварка	42
3068	Парфюмерия	16914
954473	Парфюмерия детская	61
4385	Парфюмерная вода	5681
397231	Парфюмерный набор	932
344548	Пассатижи (шарнирно-губцевый инструмент)	384
1280112	Паста	153
504847	Пастель	87
99702	Пастила	108
30792	Пасха	1119
24427	Паштет	1894
461458	Паяльник	78
423091	Пеленки	129
40673	Пельмени, манты, хинкали, варенники	5668
2588	Пена для ванн	1387
505258	Пена монтажная	369
505309	Пенал	5694
321269	Пепельница	309
441941	Перевязочные средства	492
3230944	Переключатель пакетный	74
1804867	Переноски для грызунов	4
3300794	Периодические издания	12530
3231341	Перчатка термоусаживаемая	20
1804930	Перчатки	163
3231368	Перчатки защитные	15
506655	Перчатки медицинские	199
270958	Перчатки хозяйственные	936
1804945	Перчатки-варежки	362
1714214	Петли дверные	156
36536	Печатная продукция	6176
21865	Печенье	12524
1200469	Печное литье	11
506982	Печь СВЧ	308
22186	Пиво	19189
388742	Пижама	657
373519	Пижама для девочек	91
384626	Пижама для мальчиков	69
3674178	Пижамы,сорочки	503
329590	Пикник	1594
180938	Пилинг	35
336187	Пилка маникюрная	527
495925	Пинг-понг	40
180633	Пинцет	8
104198	Пирог	272
271140	Пирожки и пончики	78
271083	Пирожное	1809
3640867	Пирожное бисквитное охлаждённое	24
36615	Пиротехника	2169
3226889	Пистолет клеевой	8
300479	пистолеты-распылители	78
29503	Пицца	1272
881195	Плавание	153
793474	Плавки	386
507397	Плакат	118
507410	Планинг	402
503286	Планшет	55
2732080	Планшетные ПК	133
507644	Пластика	545
149101	Пластилин	1299
364057	Пластырь	1514
508184	Платки бумажные	543
3654472	Платки носовые	9
794720	Платье	262
3621500	Платья, сарафаны	333
2253157	Плащ	55
33316	Плед	581
206254	Плеер	419
217442	Пленка	61
33234	Пленка пищевая	157
795104	Плинтус	232
453190	Плита газовая	95
544623	Плита электрическая	150
1285964	Плитка строительная	308
508443	Плойка	36
2744073	Плоттер	10
3231626	Площадка самоклеющаяся под хомут	8
299304	Поводки для животных	1493
495775	Погремушка детская	914
778358	Подарки для мужчин	12
271328	Подарок новогодний	2756
360621	Подарочный набор	6859
391688	Подводка для век	847
458	Подгузники	3450
25366	Подгузники для взрослых	319
3649594	Поддоны и балконные ящики	41
322204	Поднос	667
3617321	Подогреватель сидений	21
3606670	Пододеяльник	39
509689	Подсвечник	1529
509770	Подставка бытовая	1609
497087	Подставка канцелярская	478
1812802	Подстилки, салфетки	113
20806	Подушка	504
510130	Поильник детский	96
510151	Покрытие настольное	96
510310	Полотенца бумажные	1089
510331	Полотенце	7424
784932	Полуботинки	42
144932	Полуфабрикаты	1522
37680	Полуфабрикаты кондитерские	27
1180491	Полуфабрикаты мясные	1531
39904	Полуфабрикаты овощные замороженные	849
3615359	Полуфабрикаты овощные свежие	77
3651345	Полуфабрикаты фруктовые свежие	24
1069	Помада губная	13945
309393	Помпы, компрессоры, фильтры для аквариума	220
2254519	Пончо	36
199047	Попкорн	2131
511109	Порог	235
172597	Портвейн	203
211209	Портмоне	298
511452	Портфель	238
130	После бритья	2049
17407	Постельное белье	4673
2326327	Посттреники	5
3231374	Посты кнопочные ПКЕ	39
119993	Посуда для специй	1237
309770	Посуда жаропрочная	11
2420630	Посуда кухонная	17864
18634	Посуда одноразовая	1538
178768	Посуда стеклянная	353
38328	Посуда столовая, предметы сервировки	7007
511555	Посудомоечная машина	13
2421794	Почва	310
267212	Праздничный стол	21
601806	Предметы содержания животных	670
3225594	Предохранители ППНН	65
3231725	Предохранитель	250
2279908	Предтреники	25
108335	Презервативы	2169
312174	Премиксы для животных	24
1694057	Преобразователи частоты (ПЧ) и Устройства плавного пуска (УПП)	122
3605140	Преобразователь напряжения автомобильный	33
2463386	Препараты для лечения алкоголизма, никот.зависимости	4
297642	Препараты, лекарства для аквариума	177
23559	Пресервы	2856
3610177	Пресервы морепрод.	101
3607326	Пресервы рыбные	512
3231890	Пресс-клещи	8
1815755	Приборы для чистки аквариумов	54
529652	Приборы измерительные электрические	175
309069	Принадлежности для дрессуры	10
214944	Принтер	531
30882	Приправы и специи	10622
3231021	Приставка контактная	15
3231149	Приставки выдержки времени ПВН (для контакторов КМН и КТН)	12
381998	Присыпка детская	368
322553	Прищепки	74
443493	Пробиотики, бактерийные препараты	77
3948169	Провод высоковольтный автомобильный	55
3753839	Провод стартовый автомобильный	42
3231901	Провода самонесущие изолированные для ЛЭП	10
28312	Продукты быстрого приготовления	3445
330591	Продукты питания	193670
928398	Проектор	51
3231912	Прожектор галогенный	26
3231950	Прожектор светодиодный	32
512354	Проигрыватель	68
271932	Прокладки женские	3144
995415	Прокладки урологические	42
512712	Прорезыватель детский	208
3765211	Проростки	29
3606675	Простыня	82
279312	Протеиновая сыворотка	68
279316	Протеиновые комплексы	265
330554	Противень	282
3608468	Противень для запекания	484
2422433	Противоаллергические	14
443298	Противоастматические	43
441258	Противовирусные внутреннего применения	53
441260	Противовирусные наружного применения	171
